[09-Oct-2021 19:02:10] ERROR: [pool www] cannot get uid for user 'zonkdev'
[09-Oct-2021 19:02:10] ERROR: [pool www] cannot get uid for user 'zonkdev'
[09-Oct-2021 19:02:10] ERROR: FPM initialization failed
[09-Oct-2021 19:02:10] ERROR: FPM initialization failed
[09-Oct-2021 19:02:11] ERROR: [pool www] cannot get uid for user 'zonkdev'
[09-Oct-2021 19:02:11] ERROR: [pool www] cannot get uid for user 'zonkdev'
[09-Oct-2021 19:02:11] ERROR: FPM initialization failed
[09-Oct-2021 19:02:11] ERROR: FPM initialization failed
[09-Oct-2021 19:02:13] ERROR: [pool www] cannot get uid for user 'zonkdev'
[09-Oct-2021 19:02:13] ERROR: [pool www] cannot get uid for user 'zonkdev'
[09-Oct-2021 19:02:13] ERROR: FPM initialization failed
[09-Oct-2021 19:02:13] ERROR: FPM initialization failed
[09-Oct-2021 19:02:16] ERROR: [pool www] cannot get uid for user 'zonkdev'
[09-Oct-2021 19:02:16] ERROR: [pool www] cannot get uid for user 'zonkdev'
[09-Oct-2021 19:02:16] ERROR: FPM initialization failed
[09-Oct-2021 19:02:16] ERROR: FPM initialization failed
[09-Oct-2021 19:07:48] ERROR: [pool www] cannot get uid for user 'zonkdev'
[09-Oct-2021 19:07:48] ERROR: [pool www] cannot get uid for user 'zonkdev'
[09-Oct-2021 19:07:48] ERROR: FPM initialization failed
[09-Oct-2021 19:07:48] ERROR: FPM initialization failed
[09-Oct-2021 19:07:49] ERROR: [pool www] cannot get uid for user 'zonkdev'
[09-Oct-2021 19:07:49] ERROR: [pool www] cannot get uid for user 'zonkdev'
[09-Oct-2021 19:07:49] ERROR: FPM initialization failed
[09-Oct-2021 19:07:49] ERROR: FPM initialization failed
[09-Oct-2021 19:07:51] ERROR: [pool www] cannot get uid for user 'zonkdev'
[09-Oct-2021 19:07:51] ERROR: [pool www] cannot get uid for user 'zonkdev'
[09-Oct-2021 19:07:51] ERROR: FPM initialization failed
[09-Oct-2021 19:07:51] ERROR: FPM initialization failed
[09-Oct-2021 19:07:55] ERROR: [pool www] cannot get uid for user 'zonkdev'
[09-Oct-2021 19:07:55] ERROR: [pool www] cannot get uid for user 'zonkdev'
[09-Oct-2021 19:07:55] ERROR: FPM initialization failed
[09-Oct-2021 19:07:55] ERROR: FPM initialization failed
[09-Oct-2021 19:10:56] ERROR: [pool www] cannot get uid for user 'zonkdev'
[09-Oct-2021 19:10:56] ERROR: [pool www] cannot get uid for user 'zonkdev'
[09-Oct-2021 19:10:56] ERROR: FPM initialization failed
[09-Oct-2021 19:10:56] ERROR: FPM initialization failed
[09-Oct-2021 19:10:57] ERROR: [pool www] cannot get uid for user 'zonkdev'
[09-Oct-2021 19:10:57] ERROR: [pool www] cannot get uid for user 'zonkdev'
[09-Oct-2021 19:10:57] ERROR: FPM initialization failed
[09-Oct-2021 19:10:57] ERROR: FPM initialization failed
[09-Oct-2021 19:10:59] ERROR: [pool www] cannot get uid for user 'zonkdev'
[09-Oct-2021 19:10:59] ERROR: [pool www] cannot get uid for user 'zonkdev'
[09-Oct-2021 19:10:59] ERROR: FPM initialization failed
[09-Oct-2021 19:10:59] ERROR: FPM initialization failed
[09-Oct-2021 19:11:02] ERROR: [pool www] cannot get uid for user 'zonkdev'
[09-Oct-2021 19:11:02] ERROR: [pool www] cannot get uid for user 'zonkdev'
[09-Oct-2021 19:11:02] ERROR: FPM initialization failed
[09-Oct-2021 19:11:02] ERROR: FPM initialization failed
[09-Oct-2021 19:12:30] ERROR: [pool www] cannot get uid for user 'zonkdev'
[09-Oct-2021 19:12:30] ERROR: [pool www] cannot get uid for user 'zonkdev'
[09-Oct-2021 19:12:30] ERROR: FPM initialization failed
[09-Oct-2021 19:12:30] ERROR: FPM initialization failed
[09-Oct-2021 19:12:31] ERROR: [pool www] cannot get uid for user 'zonkdev'
[09-Oct-2021 19:12:31] ERROR: [pool www] cannot get uid for user 'zonkdev'
[09-Oct-2021 19:12:31] ERROR: FPM initialization failed
[09-Oct-2021 19:12:31] ERROR: FPM initialization failed
[09-Oct-2021 19:12:33] ERROR: [pool www] cannot get uid for user 'zonkdev'
[09-Oct-2021 19:12:33] ERROR: [pool www] cannot get uid for user 'zonkdev'
[09-Oct-2021 19:12:33] ERROR: FPM initialization failed
[09-Oct-2021 19:12:33] ERROR: FPM initialization failed
[09-Oct-2021 19:12:36] ERROR: [pool www] cannot get uid for user 'zonkdev'
[09-Oct-2021 19:12:36] ERROR: [pool www] cannot get uid for user 'zonkdev'
[09-Oct-2021 19:12:36] ERROR: FPM initialization failed
[09-Oct-2021 19:12:36] ERROR: FPM initialization failed
[09-Oct-2021 19:14:44] ERROR: [pool www] cannot get uid for user 'zonkdev'
[09-Oct-2021 19:14:44] ERROR: [pool www] cannot get uid for user 'zonkdev'
[09-Oct-2021 19:14:44] ERROR: FPM initialization failed
[09-Oct-2021 19:14:44] ERROR: FPM initialization failed
[09-Oct-2021 19:14:45] ERROR: [pool www] cannot get uid for user 'zonkdev'
[09-Oct-2021 19:14:45] ERROR: [pool www] cannot get uid for user 'zonkdev'
[09-Oct-2021 19:14:45] ERROR: FPM initialization failed
[09-Oct-2021 19:14:45] ERROR: FPM initialization failed
[09-Oct-2021 19:14:47] ERROR: [pool www] cannot get uid for user 'zonkdev'
[09-Oct-2021 19:14:47] ERROR: [pool www] cannot get uid for user 'zonkdev'
[09-Oct-2021 19:14:47] ERROR: FPM initialization failed
[09-Oct-2021 19:14:47] ERROR: FPM initialization failed
[09-Oct-2021 19:14:50] ERROR: [pool www] cannot get uid for user 'zonkdev'
[09-Oct-2021 19:14:50] ERROR: [pool www] cannot get uid for user 'zonkdev'
[09-Oct-2021 19:14:50] ERROR: FPM initialization failed
[09-Oct-2021 19:14:50] ERROR: FPM initialization failed
[09-Oct-2021 19:19:06] NOTICE: fpm is running, pid 9
[09-Oct-2021 19:19:06] NOTICE: ready to handle connections
192.168.208.3 -  09/Oct/2021:21:00:23 +0000 "GET /xml.php" 200
192.168.208.3 -  09/Oct/2021:21:01:23 +0000 "GET /xml.php" 200
192.168.208.3 -  09/Oct/2021:21:01:23 +0000 "GET /xml.php" 200
192.168.208.3 -  09/Oct/2021:21:01:23 +0000 "GET /xml.php" 200
192.168.208.3 -  09/Oct/2021:21:01:23 +0000 "GET /xml.php" 200
192.168.208.3 -  09/Oct/2021:21:01:24 +0000 "GET /xml.php" 200
192.168.208.3 -  09/Oct/2021:21:01:23 +0000 "GET /xml.php" 200
192.168.208.3 -  09/Oct/2021:21:01:44 +0000 "GET /index.php" 200
192.168.208.3 -  09/Oct/2021:21:01:44 +0000 "GET /js.php" 200
192.168.208.3 -  09/Oct/2021:21:01:44 +0000 "GET /js.php" 200
192.168.208.3 -  09/Oct/2021:21:01:44 +0000 "GET /js.php" 200
192.168.208.3 -  09/Oct/2021:21:01:44 +0000 "GET /js.php" 200
192.168.208.3 -  09/Oct/2021:21:01:44 +0000 "GET /js.php" 200
192.168.208.3 -  09/Oct/2021:21:01:44 +0000 "GET /js.php" 200
192.168.208.3 -  09/Oct/2021:21:01:44 +0000 "GET /js.php" 200
192.168.208.3 -  09/Oct/2021:21:01:44 +0000 "GET /js.php" 200
192.168.208.3 -  09/Oct/2021:21:01:44 +0000 "GET /js.php" 200
192.168.208.3 -  09/Oct/2021:21:01:44 +0000 "GET /js.php" 200
192.168.208.3 -  09/Oct/2021:21:01:44 +0000 "GET /js.php" 200
192.168.208.3 -  09/Oct/2021:21:01:44 +0000 "GET /js.php" 200
192.168.208.3 -  09/Oct/2021:21:01:44 +0000 "GET /js.php" 200
192.168.208.3 -  09/Oct/2021:21:01:44 +0000 "GET /xml.php" 200
192.168.208.3 -  09/Oct/2021:21:01:44 +0000 "GET /xml.php" 200
192.168.208.3 -  09/Oct/2021:21:01:45 +0000 "GET /xml.php" 200
192.168.208.3 -  09/Oct/2021:21:01:45 +0000 "GET /language/language.php" 200
192.168.208.3 -  09/Oct/2021:21:01:45 +0000 "GET /language/language.php" 200
192.168.208.3 -  09/Oct/2021:21:01:45 +0000 "GET /language/language.php" 200
192.168.208.3 -  09/Oct/2021:21:01:45 +0000 "GET /xml.php" 200
192.168.208.3 -  09/Oct/2021:21:01:45 +0000 "GET /xml.php" 200
192.168.208.3 -  09/Oct/2021:21:01:45 +0000 "GET /language/language.php" 200
192.168.208.3 -  09/Oct/2021:21:01:45 +0000 "GET /language/language.php" 200
192.168.208.3 -  09/Oct/2021:21:01:44 +0000 "GET /xml.php" 200
192.168.208.3 -  09/Oct/2021:21:01:46 +0000 "GET /language/language.php" 200
192.168.208.3 -  09/Oct/2021:21:02:46 +0000 "GET /xml.php" 200
192.168.208.3 -  09/Oct/2021:21:02:46 +0000 "GET /xml.php" 200
192.168.208.3 -  09/Oct/2021:21:02:46 +0000 "GET /xml.php" 200
192.168.208.3 -  09/Oct/2021:21:02:46 +0000 "GET /xml.php" 200
192.168.208.3 -  09/Oct/2021:21:02:46 +0000 "GET /xml.php" 200
192.168.208.3 -  09/Oct/2021:21:02:46 +0000 "GET /xml.php" 200
192.168.208.3 -  09/Oct/2021:21:03:46 +0000 "GET /xml.php" 200
192.168.208.3 -  09/Oct/2021:21:03:46 +0000 "GET /xml.php" 200
192.168.208.3 -  09/Oct/2021:21:03:46 +0000 "GET /xml.php" 200
192.168.208.3 -  09/Oct/2021:21:03:46 +0000 "GET /xml.php" 200
192.168.208.3 -  09/Oct/2021:21:03:46 +0000 "GET /xml.php" 200
192.168.208.3 -  09/Oct/2021:21:03:46 +0000 "GET /xml.php" 200
192.168.208.3 -  09/Oct/2021:21:04:46 +0000 "GET /xml.php" 200
192.168.208.3 -  09/Oct/2021:21:04:46 +0000 "GET /xml.php" 200
192.168.208.3 -  09/Oct/2021:21:04:46 +0000 "GET /xml.php" 200
192.168.208.3 -  09/Oct/2021:21:04:46 +0000 "GET /xml.php" 200
192.168.208.3 -  09/Oct/2021:21:04:46 +0000 "GET /xml.php" 200
192.168.208.3 -  09/Oct/2021:21:04:46 +0000 "GET /xml.php" 200
192.168.208.3 -  09/Oct/2021:21:05:46 +0000 "GET /xml.php" 200
192.168.208.3 -  09/Oct/2021:21:05:46 +0000 "GET /xml.php" 200
192.168.208.3 -  09/Oct/2021:21:05:46 +0000 "GET /xml.php" 200
192.168.208.3 -  09/Oct/2021:21:05:46 +0000 "GET /xml.php" 200
192.168.208.3 -  09/Oct/2021:21:05:46 +0000 "GET /xml.php" 200
192.168.208.3 -  09/Oct/2021:21:05:46 +0000 "GET /xml.php" 200
192.168.208.3 -  09/Oct/2021:21:09:12 +0000 "GET /xml.php" 200
192.168.208.3 -  09/Oct/2021:21:09:12 +0000 "GET /xml.php" 200
192.168.208.3 -  09/Oct/2021:21:09:13 +0000 "GET /xml.php" 200
192.168.208.3 -  09/Oct/2021:21:09:13 +0000 "GET /xml.php" 200
192.168.208.3 -  09/Oct/2021:21:09:13 +0000 "GET /xml.php" 200
192.168.208.3 -  09/Oct/2021:21:09:12 +0000 "GET /xml.php" 200
192.168.208.3 -  09/Oct/2021:21:10:27 +0000 "GET /xml.php" 200
192.168.208.3 -  09/Oct/2021:21:10:27 +0000 "GET /xml.php" 200
192.168.208.3 -  09/Oct/2021:21:10:28 +0000 "GET /xml.php" 200
192.168.208.3 -  09/Oct/2021:21:10:28 +0000 "GET /xml.php" 200
192.168.208.3 -  09/Oct/2021:21:10:28 +0000 "GET /xml.php" 200
192.168.208.3 -  09/Oct/2021:21:10:27 +0000 "GET /xml.php" 200
[09-Oct-2021 21:40:45] NOTICE: Terminating ...
[09-Oct-2021 21:40:45] NOTICE: exiting, bye-bye!
[10-Oct-2021 06:50:06] NOTICE: fpm is running, pid 7
[10-Oct-2021 06:50:06] NOTICE: ready to handle connections
[10-Oct-2021 06:56:51] NOTICE: Terminating ...
[10-Oct-2021 06:56:51] NOTICE: exiting, bye-bye!
[10-Oct-2021 06:57:23] NOTICE: fpm is running, pid 7
[10-Oct-2021 06:57:23] NOTICE: ready to handle connections
172.20.0.3 -  10/Oct/2021:06:58:38 +0000 "GET /index.php" 200
172.20.0.3 -  10/Oct/2021:06:58:38 +0000 "GET /index.php" 200
172.20.0.3 -  10/Oct/2021:06:58:38 +0000 "GET /js.php" 200
172.20.0.3 -  10/Oct/2021:06:58:38 +0000 "GET /js.php" 200
172.20.0.3 -  10/Oct/2021:06:58:39 +0000 "GET /js.php" 200
172.20.0.3 -  10/Oct/2021:06:58:39 +0000 "GET /js.php" 200
172.20.0.3 -  10/Oct/2021:06:58:39 +0000 "GET /js.php" 200
172.20.0.3 -  10/Oct/2021:06:58:38 +0000 "GET /js.php" 200
172.20.0.3 -  10/Oct/2021:06:58:39 +0000 "GET /js.php" 200
172.20.0.3 -  10/Oct/2021:06:58:39 +0000 "GET /js.php" 200
172.20.0.3 -  10/Oct/2021:06:58:39 +0000 "GET /js.php" 200
172.20.0.3 -  10/Oct/2021:06:58:39 +0000 "GET /js.php" 200
172.20.0.3 -  10/Oct/2021:06:58:39 +0000 "GET /js.php" 200
172.20.0.3 -  10/Oct/2021:06:58:39 +0000 "GET /js.php" 200
172.20.0.3 -  10/Oct/2021:06:58:39 +0000 "GET /js.php" 200
172.20.0.3 -  10/Oct/2021:06:58:39 +0000 "GET /xml.php" 200
172.20.0.3 -  10/Oct/2021:06:58:39 +0000 "GET /xml.php" 200
172.20.0.3 -  10/Oct/2021:06:58:39 +0000 "GET /xml.php" 200
172.20.0.3 -  10/Oct/2021:06:58:39 +0000 "GET /xml.php" 200
172.20.0.3 -  10/Oct/2021:06:58:39 +0000 "GET /language/language.php" 200
172.20.0.3 -  10/Oct/2021:06:58:39 +0000 "GET /xml.php" 200
172.20.0.3 -  10/Oct/2021:06:58:39 +0000 "GET /language/language.php" 200
172.20.0.3 -  10/Oct/2021:06:58:39 +0000 "GET /language/language.php" 200
172.20.0.3 -  10/Oct/2021:06:58:39 +0000 "GET /language/language.php" 200
172.20.0.3 -  10/Oct/2021:06:58:39 +0000 "GET /language/language.php" 200
172.20.0.3 -  10/Oct/2021:06:58:39 +0000 "GET /xml.php" 200
172.20.0.3 -  10/Oct/2021:06:58:40 +0000 "GET /language/language.php" 200
[10-Oct-2021 07:47:29] NOTICE: Terminating ...
[10-Oct-2021 07:47:29] NOTICE: exiting, bye-bye!
[10-Oct-2021 07:48:01] NOTICE: fpm is running, pid 7
[10-Oct-2021 07:48:01] NOTICE: ready to handle connections
[10-Oct-2021 08:48:06] NOTICE: Terminating ...
[10-Oct-2021 08:48:06] NOTICE: exiting, bye-bye!
[10-Oct-2021 08:49:51] NOTICE: fpm is running, pid 8
[10-Oct-2021 08:49:51] NOTICE: ready to handle connections
[10-Oct-2021 08:50:52] NOTICE: Terminating ...
[10-Oct-2021 08:50:52] NOTICE: exiting, bye-bye!
[10-Oct-2021 08:51:12] NOTICE: fpm is running, pid 7
[10-Oct-2021 08:51:12] NOTICE: ready to handle connections
